Date,Open,High,Low,Close,Adj Close,Volume
2022-11-10,39.650001525878906,39.79999923706055,39.20000076293945,39.29999923706055,39.29999923706055,662011
2022-11-11,39.5,39.650001525878906,38.849998474121094,39.04999923706055,39.04999923706055,1052965
2022-11-14,39.0,39.20000076293945,38.599998474121094,38.900001525878906,38.900001525878906,1442406
2022-11-15,38.0,39.20000076293945,37.25,38.70000076293945,38.70000076293945,1857880
2022-11-16,38.650001525878906,40.349998474121094,38.29999923706055,39.349998474121094,39.349998474121094,2588773
2022-11-17,39.54999923706055,39.54999923706055,38.54999923706055,38.70000076293945,38.70000076293945,867328
2022-11-18,39.150001525878906,39.150001525878906,38.400001525878906,38.599998474121094,38.599998474121094,678186
2022-11-21,38.54999923706055,38.70000076293945,38.20000076293945,38.349998474121094,38.349998474121094,859649
2022-11-22,38.5,38.599998474121094,37.95000076293945,38.25,38.25,1128811
2022-11-23,38.400001525878906,38.5,38.04999923706055,38.150001525878906,38.150001525878906,928426
2022-11-24,38.20000076293945,39.95000076293945,38.20000076293945,38.70000076293945,38.70000076293945,4413851
2022-11-25,38.79999923706055,39.20000076293945,38.45000076293945,38.79999923706055,38.79999923706055,1205354
2022-11-28,39.04999923706055,39.79999923706055,39.04999923706055,39.29999923706055,39.29999923706055,1283708
2022-11-29,39.5,39.75,39.0,39.04999923706055,39.04999923706055,1086089
2022-11-30,39.650001525878906,40.5,37.849998474121094,38.25,38.25,7911828
2022-12-01,38.849998474121094,38.849998474121094,38.349998474121094,38.599998474121094,38.599998474121094,1098667
2022-12-02,39.0,39.349998474121094,38.599998474121094,38.95000076293945,38.95000076293945,1961092
2022-12-05,39.20000076293945,40.0,39.0,39.75,39.75,3119393
2022-12-06,39.70000076293945,43.25,39.5,42.0,42.0,15280030
2022-12-07,42.5,43.29999923706055,40.75,41.45000076293945,41.45000076293945,4519944
2022-12-08,41.849998474121094,42.20000076293945,40.25,40.54999923706055,40.54999923706055,2513178
2022-12-09,40.70000076293945,41.0,39.5,40.04999923706055,40.04999923706055,2284239
2022-12-12,40.04999923706055,40.70000076293945,39.5,40.5,40.5,2183625
2022-12-13,40.650001525878906,42.349998474121094,40.599998474121094,41.45000076293945,41.45000076293945,3789420
2022-12-14,41.5,41.75,40.5,40.75,40.75,1514791
2022-12-15,40.95000076293945,41.54999923706055,40.29999923706055,40.599998474121094,40.599998474121094,1548104
2022-12-16,40.79999923706055,41.29999923706055,40.04999923706055,40.650001525878906,40.650001525878906,1945542
2022-12-19,40.849998474121094,42.150001525878906,40.0,41.20000076293945,41.20000076293945,1987841
2022-12-20,41.5,42.20000076293945,40.75,41.099998474121094,41.099998474121094,2617174
2022-12-21,41.25,41.29999923706055,38.599998474121094,38.95000076293945,38.95000076293945,3682575
2022-12-22,38.150001525878906,38.900001525878906,36.900001525878906,37.099998474121094,37.099998474121094,3114360
2022-12-23,36.900001525878906,36.95000076293945,35.25,35.5,35.5,2451539
2022-12-26,35.5,38.099998474121094,34.900001525878906,37.849998474121094,37.849998474121094,1986093
2022-12-27,38.0,38.400001525878906,37.5,37.650001525878906,37.650001525878906,1723379
2022-12-28,38.0,38.75,37.70000076293945,38.150001525878906,38.150001525878906,1744706
2022-12-29,38.0,38.349998474121094,37.650001525878906,38.0,38.0,2356068
2022-12-30,38.150001525878906,39.650001525878906,38.04999923706055,38.75,38.75,4365184
2023-01-02,38.95000076293945,39.099998474121094,38.5,38.900001525878906,38.900001525878906,2733499
2023-01-03,38.650001525878906,39.150001525878906,38.099998474121094,38.349998474121094,38.349998474121094,1856199
2023-01-04,38.54999923706055,38.79999923706055,37.95000076293945,38.20000076293945,38.20000076293945,1886155
2023-01-05,38.70000076293945,38.95000076293945,38.04999923706055,38.20000076293945,38.20000076293945,2000995
2023-01-06,38.29999923706055,38.349998474121094,37.650001525878906,37.79999923706055,37.79999923706055,1377950
2023-01-09,37.79999923706055,38.099998474121094,37.349998474121094,37.45000076293945,37.45000076293945,1266764
