Date,Open,High,Low,Close,Adj Close,Volume
2022-11-10,242.9250030517578,244.0,236.5,240.97500610351562,240.97500610351562,341240
2022-11-11,242.25,244.64999389648438,236.3000030517578,237.8000030517578,237.8000030517578,223810
2022-11-14,237.8000030517578,245.89999389648438,227.9250030517578,238.8249969482422,238.8249969482422,539396
2022-11-15,239.1999969482422,256.17498779296875,238.72500610351562,252.64999389648438,252.64999389648438,824034
2022-11-16,252.9499969482422,259.0,250.5,251.85000610351562,251.85000610351562,477358
2022-11-17,251.8000030517578,253.4499969482422,244.52499389648438,249.72500610351562,249.72500610351562,182558
2022-11-18,252.0,252.4499969482422,245.1999969482422,246.27499389648438,246.27499389648438,266806
2022-11-21,242.60000610351562,243.0749969482422,224.1999969482422,227.0,227.0,595948
2022-11-22,224.5,226.85000610351562,216.0,220.89999389648438,220.89999389648438,455574
2022-11-23,221.0,241.89999389648438,221.0,237.1999969482422,237.1999969482422,467710
2022-11-24,240.39999389648438,243.89999389648438,232.5,234.35000610351562,234.35000610351562,300702
2022-11-25,237.1999969482422,242.0,233.35000610351562,236.52499389648438,236.52499389648438,176490
2022-11-28,236.75,241.39999389648438,233.10000610351562,233.8000030517578,233.8000030517578,119984
2022-11-29,235.6999969482422,235.6999969482422,228.0500030517578,229.25,229.25,115188
2022-11-30,229.5500030517578,232.5,225.25,227.4499969482422,227.4499969482422,107818
2022-12-01,228.5749969482422,237.97500610351562,228.5749969482422,229.9250030517578,229.9250030517578,199400
2022-12-02,231.10000610351562,231.875,221.0,223.5749969482422,223.5749969482422,154770
2022-12-05,220.02499389648438,225.6999969482422,219.8249969482422,221.14999389648438,221.14999389648438,138804
2022-12-06,221.14999389648438,231.0,221.0,228.1999969482422,228.1999969482422,151464
2022-12-07,231.97500610351562,237.0,222.5,226.4250030517578,226.4250030517578,263576
2022-12-08,227.89999389648438,230.875,227.0,228.5749969482422,228.5749969482422,67156
2022-12-09,229.9499969482422,234.0,226.0,228.97500610351562,228.97500610351562,123202
2022-12-12,230.8000030517578,232.22500610351562,219.25,223.1750030517578,223.1750030517578,213818
2022-12-13,223.0,227.0,219.75,221.3000030517578,221.3000030517578,117656
2022-12-14,222.75,223.5,215.1999969482422,217.35000610351562,217.35000610351562,138562
2022-12-15,219.75,227.0,218.22500610351562,224.77499389648438,224.77499389648438,145514
2022-12-16,228.0,245.4499969482422,221.0500030517578,237.60000610351562,237.60000610351562,343968
2022-12-19,237.60000610351562,237.60000610351562,222.5,225.5500030517578,225.5500030517578,179592
2022-12-20,225.6999969482422,228.0,220.0,222.0,222.0,77510
2022-12-21,223.39999389648438,233.35000610351562,209.0500030517578,211.25,211.25,202200
2022-12-22,212.1999969482422,223.5,185.35000610351562,202.75,202.75,299269
2022-12-23,197.0,199.6999969482422,162.1999969482422,162.1999969482422,162.1999969482422,620755
2022-12-26,165.0500030517578,178.39999389648438,163.5,178.39999389648438,178.39999389648438,184804
2022-12-27,190.0,196.1999969482422,189.9499969482422,196.1999969482422,196.1999969482422,181556
2022-12-28,210.0,215.8000030517578,206.14999389648438,215.75,215.75,647973
2022-12-29,217.6999969482422,226.5,215.8000030517578,226.5,226.5,527249
2022-12-30,231.0,236.4499969482422,220.0,226.10000610351562,226.10000610351562,388204
2023-01-02,228.0,230.0,222.0,226.85000610351562,226.85000610351562,165061
2023-01-03,228.85000610351562,229.5,224.0,224.9499969482422,224.9499969482422,106752
2023-01-04,225.9499969482422,226.89999389648438,221.10000610351562,222.39999389648438,222.39999389648438,130878
2023-01-05,220.0,228.9499969482422,218.0,220.5,220.5,77404
2023-01-06,220.0,229.0,214.0,222.8000030517578,222.8000030517578,183605
2023-01-09,227.9499969482422,229.89999389648438,217.0500030517578,222.64999389648438,222.64999389648438,512461
2023-01-10,225.5,225.5,214.0,216.25,216.25,77027
2023-01-11,211.3000030517578,218.4499969482422,210.0,215.9499969482422,215.9499969482422,144403
2023-01-12,219.5,226.6999969482422,212.0,215.10000610351562,215.10000610351562,135707
2023-01-13,219.35000610351562,220.0,215.0,216.25,216.25,112359
2023-01-16,218.0,218.9499969482422,210.0,212.1999969482422,212.1999969482422,91733
2023-01-17,215.0,215.0,208.0,210.35000610351562,210.35000610351562,94863
2023-01-18,209.10000610351562,214.8000030517578,206.35000610351562,207.6999969482422,207.6999969482422,79444
