Date,Open,High,Low,Close,Adj Close,Volume
2006-11-28,45.0,76.9000015258789,45.0,71.0,52.09695053100586,11220431
2006-11-29,72.0,85.19999694824219,71.25,85.19999694824219,62.516326904296875,6238950
2006-11-30,90.0,99.30000305175781,83.5,84.5,62.00270462036133,9584790
2006-12-01,85.5,90.6500015258789,82.1500015258789,84.0,61.63581466674805,5465074
2006-12-04,84.5,88.19999694824219,84.5,85.25,62.55301284790039,2532584
2006-12-05,86.9000015258789,87.8499984741211,83.75,84.0999984741211,61.709197998046875,2225893
2006-12-06,84.30000305175781,85.5,80.19999694824219,80.94999694824219,59.397857666015625,1378925
2006-12-07,81.19999694824219,81.9000015258789,77.5999984741211,78.30000305175781,57.45338439941406,846908
2006-12-08,78.0,83.5999984741211,77.55000305175781,80.75,59.2511100769043,2514833
2006-12-11,80.4000015258789,80.94999694824219,75.0,75.5,56.234561920166016,972041
2006-12-12,76.0,76.0,69.0999984741211,70.44999694824219,52.47317123413086,820712
2006-12-13,70.6500015258789,73.5,66.80000305175781,72.05000305175781,53.664894104003906,931808
2006-12-14,73.5999984741211,77.0,72.25,75.25,56.0483512878418,1022030
2006-12-15,75.4000015258789,78.5999984741211,75.30000305175781,75.55000305175781,56.27179718017578,666952
2006-12-18,76.0,76.4000015258789,73.0999984741211,75.44999694824219,56.19731521606445,636459
2006-12-19,75.0,75.5999984741211,71.0,72.25,53.8138542175293,406617
2006-12-20,73.05000305175781,73.69999694824219,71.1500015258789,72.5999984741211,54.07455062866211,506132
2006-12-21,73.69999694824219,74.75,71.5999984741211,72.69999694824219,54.1490364074707,580749
2006-12-22,72.0999984741211,73.5999984741211,71.5,72.05000305175781,53.664894104003906,307347
2006-12-26,73.0,73.0,71.5,72.5,54.00006866455078,231077
2006-12-27,73.0,73.0,70.4000015258789,70.9000015258789,52.808353424072266,298399
2006-12-28,71.75,72.0,69.0,69.4000015258789,51.69110107421875,262969
2006-12-29,69.69999694824219,75.5,68.25,72.8499984741211,54.2607536315918,616235
2007-01-02,75.0,75.75,73.5999984741211,74.0,55.117305755615234,301305
2007-01-03,75.0,75.0,73.0,73.5999984741211,54.819374084472656,172117
